ImageID,Labels,Caption
5568.jpg,1,Baseball player winds up to be ready for the bat swing
1967.jpg,3,A glass of wine sitting inside of a microwave.
23295.jpg,4,A row of motorcycles parked next to each other.
9376.jpg,1 10,two women wearing jackets standing next to each other
21497.jpg,8,A large yellow 12 wheeler is parked next to a forest.
29836.jpg,17,A siamese cat sitting on a bed next to a dresser.
1634.jpg,1,People standing side by side flying kites in a blue sky.
25642.jpg,17,A  home office is set up with computer equipment.
7402.jpg,1,The man is sitting down talking on the phone outside.
17946.jpg,1,two people in a room watching a television.
19805.jpg,1,A man riding skis down a ski slope.
9809.jpg,1 3,A picture of a person signing a soccerball.
18470.jpg,1,A man wearing a hat and glasses
24647.jpg,1,A man skiing with his legs very strangely placed.
24479.jpg,18,"Large, wooly dog waiting patiently outside a liquor store"
3037.jpg,1,A professional tennis player getting ready to receive a shot
9671.jpg,1,the man is holding on to a firsbee
622.jpg,1 3,A man in striped shirt pushing a suitcase down a hill.
6246.jpg,1,A white refrigerator freezer sitting inside of a kitchen.
926.jpg,8 1 3 4,Santa Claus is riding a motorcycle down the street.
9690.jpg,16,A flock of birds sitting on the edge of a roof.
25729.jpg,1 15,a person siting on a train with a luggage bag
17142.jpg,3 13,A red stop sign next to a street with a red car driving over it.
18855.jpg,1,A man standing with his arms in the air and a frisbee near his face.
26036.jpg,1 19,A horse rider performs a show in front of a crowd.
16068.jpg,15,There is a bench sitting on someones front porch.
28125.jpg,1 18,A man plays frisbee near a group of dogs and adults.
14398.jpg,1 3 15,A man that is on a skateboard in a bowl.
26834.jpg,1,A baseball player with a bat in his hand during a game.
14146.jpg,1,A surfer is falling off of their surfboard.
20369.jpg,1,It is obvious that this young man is fond of doughnuts.
1332.jpg,1 3 6 10 15,Red double-decker buses and a taxi on a commercial street
9224.jpg,1,A baby boy sitting down while eating cake.
5149.jpg,1,A beautiful woman swinging a tennis racquet at a ball.
28900.jpg,1,A man riding a wave on top of a surfboard.
10522.jpg,10 3,A housing sign is hanging on a telephone pole alongside a road.
2688.jpg,19,Horses standing in front of a metal fence.
1714.jpg,18,A dog lying on a couch with a white cover and colorful pillows.
20707.jpg,10 6,A MIRROR THAT IS ON THE SIDE OF A RAINING BUS
28759.jpg,4,A motorcycle parked up tight next to a building.
2059.jpg,10 3,whispy clouds and sunset at a traffic intersection
20379.jpg,1,A woman skiing down the side of a snow covered mountain.
6037.jpg,1 3,"An elephant walks next to a person, outside over pavement."
8523.jpg,1,A woman is cooking on the ground with various ingredients lay about.
14513.jpg,1,A man wearing a white shirt and blue tie.
21680.jpg,1,A woman cross country skiing on a snowy trail.
3855.jpg,1,A man and a lady drinking some liquid in wine glasses.
1178.jpg,1,A guy is surfing in some green looking water.
8122.jpg,1 15,A batter is swinging at a low flying ball
7518.jpg,1 15,A man standing outside of a cabin while standing in the snow.
21838.jpg,1 19,Horses in blankets standing near classical horse-drawn vehicles.
12090.jpg,1,A man sitting next to a toddler who is playing on a childs laptop toy.
18948.jpg,1,Large variety of vegetables and fruits displayed in outdoor market.
20155.jpg,1,The baseball is being hit by a professional baseball batter.
10907.jpg,1,A child in grey snowsuit on skis in front of lodge.
27829.jpg,1,A cop standing below the Big Ben clock tower.
10080.jpg,1,A boy with a glove playing baseball.
8508.jpg,1,Two people ski over a snow covered slope
10115.jpg,1 3,A crowd of people walking down a rainy street while holding umbrellas over their heads.
7580.jpg,1,A group of people prepare to cut a cake.
16792.jpg,1,A person presenting a birthday cake to another.
21287.jpg,1,A baseball player is standing at the plate waiting for the pitch.
26883.jpg,17,A cat is looking over its shoulder at the mirror.
7845.jpg,1,A man wearing red and yellow is shown skiing.
19940.jpg,1,A man cooking food in a kitchen by other people.
13976.jpg,1,A couple of men holding Nintendo Wii game controllers.
28481.jpg,1 6,Two red double decker buses are driving down a road.
2818.jpg,1,A man is cutting into a cake for children
19329.jpg,1 15,a group of young people playing a game of frisbee.
950.jpg,16 1 2 15,A man performing a skateboard trick at a skate park.
5362.jpg,1,A young man reaching  to catch a frisbee
18134.jpg,1,Some skiers on a big shady snowy hill.
25485.jpg,1,A young guy is pointing a wiimote into the camera
20327.jpg,16,An interesting bird is perched on the branch of a tree.
22501.jpg,1 2,A man walking down a walkway with a bag of luggage.
18839.jpg,9 1,A man standing on a boat filled with lots of produce.
13857.jpg,1 5,A pair of people fly in an ultralight airplane.
22279.jpg,1,Two people playing a video game in an office.
20757.jpg,1 18,A woman is walking a dog down the shore.
6385.jpg,1 2 3 8 15 16,A big pretty white swan swimming in a river.
9584.jpg,1 6,A woman installing a sign on a vacant piece of property.
1639.jpg,1,a little boy playing baseball with a grown up.
5200.jpg,1,A man sitting in a bus seat looking at fish throughout the window.
16200.jpg,18,a tan couch some tables a chair and a lamp
25560.jpg,1,"Man using a laptop, on his lap, in a waiting area."
27789.jpg,1,A toddler reading a book to a baby.
6451.jpg,17,A black cat is sitting erectly on a couch.
26485.jpg,18,Two dogs sitting next to each other around rocks and dirt.
18258.jpg,1,A downhill skier with snow plumes behind them.
11921.jpg,2 1 18 3,A beautiful young woman riding a blue bike with a big black dog chasing after her.
12648.jpg,1,A woman sitting on a chair next to a man.
20790.jpg,9,Large group of ships tied together at a peer.
27095.jpg,1,A man holding a tennis racket on court.
17344.jpg,1,A woman holding a tennis racquet on a tennis court.
16721.jpg,17,A orange stripe cat laying on an open suit case.
18022.jpg,1 10,A man skateboards on top of a skateboard ramp.
20505.jpg,1,A pair of scissors slice through fabric with gold blades.
7316.jpg,1 3 8 10 11,a man riding on an unusual bike with a sign on the street
1965.jpg,1,A table at a market full of bunches of bananas.
15907.jpg,15,The bench is at the top of the mountain.
26028.jpg,9 1,Boats cruising in a river with one boat named Godzilla.
26093.jpg,1,A giraffe is licking a mans face at the zoo.
28305.jpg,1 18,"Two people wear rubber boots, one pair orange, one pair black as a shaggy black dog stands between them on a sidewalk."
2025.jpg,1,Two skiers are on the slopes together one guiding the other.
23138.jpg,1,Two men ski across a snow-covered area lined with trees.
14370.jpg,1,A baseball player holds the bat and is ready to swing.
29974.jpg,1 15 7,A stopped train with several people standing around it.
13554.jpg,1 3,a couple is walking past whale kites in the air
11761.jpg,1 15,A young child catching a white frisbee on top of a green field.
11137.jpg,1,A person walking down a path with a fence on both sides.
4963.jpg,1 18,Teenagers are at a skateboard park in the dark.
4127.jpg,1,A man and woman walking down a rain soaked street.
10573.jpg,11 1 3 8,A young girl who is standing by an open fire hydrant.
26683.jpg,9 1,A boat full of people and sheep on river next to trees.
7681.jpg,1 3 8 10 11,Street lights knocked down across a sidewalk and a yard.
28631.jpg,1 3 9,A group of people standing on top of a lush green field.
2928.jpg,1,Some people picking up luggage at the airport.
20033.jpg,1,A baby bundled up in blankets on the bed.
1790.jpg,10 3 13,A city street at night line with traffic signs.
13631.jpg,16,A very colorful bird is not looking happy at all.
6954.jpg,10 3,The sign is setting in this picture outside.
15657.jpg,16,A zebra standing in a field with a colorful bird on it's butt.
17437.jpg,1,a person doing tricks on a skateboard on the street
16166.jpg,1 13 17,A guy on his couch hods a beer and smiles
29933.jpg,1,A man standing on top of a ski slope on a snow covered hill.
7026.jpg,6 7,A small red train on a steel track.
24513.jpg,1,A group of people carrying luggage on ropes up some steps.
6707.jpg,1 11 13,a child pushing a toy in the snow.
18434.jpg,1,A crowd of people riding on top of snow covered ground.
28614.jpg,1 4,A man on dirt bike riding over logs with trees in background.
13874.jpg,18 15,A little lap dog sitting on a bench.
12179.jpg,1 3 6,Two buses sitting in front of a very tall building.
1593.jpg,1 13,A two story building in next to a street sign.
10393.jpg,1,A baseball player standing next to home plate with A bat.
4383.jpg,1,A group of women standing at a sink washing dishes.
7527.jpg,1,A man in a chef's coat kneels next to a rack of an oven.
700.jpg,1,A person doing a trick on their snowboard form a ramp.
22348.jpg,1 10 3 6,A red and yellow double decker bus on street next to trees.
24400.jpg,11,A red fire hydrant sitting in front of a tree.
26716.jpg,1 3 6 15,a couple of buildings that has a bus out front
28671.jpg,1,A baseball player is swinging at a ball
11377.jpg,1,A girl in a dress is standing in the woods holding a suitcase.
17024.jpg,3,Two suite cases on a dolly in a street.
4029.jpg,1,A plate of breakfast food with eggs and fruit.
12187.jpg,7,A blue/white train on a rail line
12494.jpg,1,A man in a tie next to a flag.
20727.jpg,1 11,A young girl sitting in the street next to a busted fire hydrant.
10614.jpg,1,Man in jacket skiing down snow covered hill.
764.jpg,1,A colorful kite being used for a snow boarder
3116.jpg,18,a dig with a red freeze be walking in some grass.
15241.jpg,1 7,A couple carrying their luggage off of a train.
4342.jpg,1 10 3,A guy sits on the pavement beside his red luggage in a city center.
758.jpg,1,THIS IS A PHOTO OF A MAN PLAYING BASEBALL
26484.jpg,8,There is a large red truck parked on a street
6598.jpg,1 10 7,A large long train on a steel track.
10923.jpg,1 18,A person in a field with a small dog.
12431.jpg,1,A couple of guys out sking and snowboarding.
29990.jpg,1,a mexican meal with chips salsa and beer
22644.jpg,1 4,Two people riding a motorbike as a crowd watch
38.jpg,18,A dog stands next to a skateboard leaned up against a wall.
3613.jpg,1 6 15,a bus pulling up to a bus stop
9647.jpg,15,A bench sitting up against a window with a teddy bear on it.
29163.jpg,11,A yellow fire hydrant sitting next to a tree.
11853.jpg,1 6,A large double decker bus traveling down a road.
17252.jpg,18,"A view of a bathroom counter, with a black dog resting his head on the bathtub on the left side of the room."
5274.jpg,1,A line of men and women skiing up a snow covered slope.
7478.jpg,1,A woman standing on top of a toilet in a restroom.
7203.jpg,16 1,A bird has its wings spread and is flying over the heads of people.
2894.jpg,1,A woman that is holding a slice of pizza.
5046.jpg,1,A young man riding a skateboard in mid air.
19632.jpg,1 4 6,A weird looking blue bus in a field.
4587.jpg,8 5,A large passenger plane on a tarmac at an airport.
12562.jpg,1,there are many people riding elephants across the water
16830.jpg,1,A couple of young boys standing on a lush green field.
19283.jpg,1,"A man is holding the camera, wearing a green polo and sunglasses."
29777.jpg,1 3,A group of people at a dinner table with wine bottles
9245.jpg,1,A girl is playing softball on a dirt field.
6724.jpg,1 19,a woman in a top hat sits on a horse
20688.jpg,1,A girl with pink umbrella walking by a grassy area.
23546.jpg,15,An axle bench under a tree overlooking the beach
8698.jpg,1,a man is sitting down as a child pretends to be cutting his hair with fake scissors
29537.jpg,10 13,a old building with street signs out front.
26831.jpg,1,A man wearing a white head band holding a tennis racquet.
16235.jpg,19,A horse grazes in a field in front of mountains.
7572.jpg,16 1,A man and woman hold pictures of ducks.
6301.jpg,1,A picture of a man in a baseball uniform holding a bat.
22587.jpg,8 10 3,A street filled with lots of traffic under traffic lights.
15589.jpg,1,"A batter, catcher and umpire in a baseball game."
2807.jpg,1,A couple of people standing in a room.
22783.jpg,1,A couple of Wii remotes and the Mario designed Wii system.
22854.jpg,16,A flock of birds flying over a tall mountain.
20412.jpg,1,A young man riding on top of a surfboard in the ocean.
14487.jpg,1,The winners of a race receiving their prizes.
8496.jpg,3,White car parked in a lot with two surfboards on top.
29431.jpg,1,A hand holding a smart phone with a picture on it.
18536.jpg,1 2 15,A woman sitting on a blue bike on a green hillside.
